Rank,City,Cost_of_Living_Index,Rent_Index,Cost_of_Living_Plus_Rent_Index,Groceries_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Year
NA,"Lima, Peru",48.8,18.1,37.8,50.1,39.8,48.3,2011
NA,"Iasi, Romania",47,16.8,36.1,40.2,27.6,34.1,2011
NA,"Skopje, North Macedonia",45.2,14.5,34.1,36.3,30.5,37.5,2011
NA,"Isfahan (Esfahan), Iran",45,15.7,34.5,37.1,29.5,58.8,2011
NA,"Hanoi, Vietnam",44.4,38,42.1,40.3,31.2,51.3,2011
NA,"Ulaanbaatar, Mongolia",44.4,18.5,35.1,56,27.6,34.6,2011
NA,"Bangkok, Thailand",44.3,24,37,47,25.2,22,2011
NA,"Tarnow, Poland",44,7.9,31,33.7,22.5,49.6,2011
NA,"Nairobi, Kenya",44,20.5,35.5,39,32.4,34.2,2011
NA,"Manila, Philippines",43.3,10.7,31.6,32.4,18.5,31.4,2011
NA,"Cebu, Philippines",41.2,7.7,29.2,39.3,16,54.9,2011
NA,"Quezon City, Philippines",41.2,13.7,31.3,35.5,23.9,31.8,2011
NA,"Gurgaon, India",39,11.3,29.1,31,19.6,71.2,2011
NA,"La Paz, Bolivia",39,16.6,31,25.9,28,58.9,2011
NA,"Ahmedabad, India",37,5.5,25.7,44.1,21.8,38.6,2011
NA,"Lahore, Pakistan",37,7.7,26.5,32.8,24.9,26,2011
NA,"Delhi, India",36.8,12.1,28,32.6,22.3,64.7,2011
NA,"Changchun, China",34,5.2,23.7,37.9,15.2,36.8,2011
NA,"Davao, Philippines",33.2,10.9,25.2,31.9,18,50.3,2011
NA,"Bangalore, India",33,11.1,25.1,30.3,18.6,63.1,2011
NA,"Karachi, Pakistan",32.9,5.4,23,22.6,22.2,41.9,2011
NA,"Kolkata, India",32.4,13.2,25.5,31.2,22,43.5,2011
NA,"Islamabad, Pakistan",32.1,10.4,24.3,34.1,15.7,16.1,2011
NA,"Hyderabad, India",32,8,23.4,29,17.5,60.2,2011
NA,"Mumbai, India",31.7,19.5,27.3,29.5,23.5,61.8,2011
NA,"Chennai, India",31.3,9.4,23.4,28.7,19.3,65,2011
NA,"Pune, India",29,10.1,22.2,28.1,17.7,71,2011
NA,"Coimbatore, India",28.5,6.3,20.5,27,15.2,58.9,2011
NA,"Trondheim, Norway",188.9,59.2,142.2,193.9,160.2,67,2012
NA,"Stavanger, Norway",171.3,78.1,137.8,147.7,201.2,78.5,2012
NA,"Zurich, Switzerland",152.8,74.6,124.7,143.7,138.8,142.8,2012
NA,"Oslo, Norway",152,57.4,118,139.2,155.8,99.3,2012
NA,"Geneva, Switzerland",146.2,79.1,122.1,139,135.3,115.5,2012
NA,"Bern, Switzerland",142.4,57.4,111.8,126.8,103.6,149.3,2012
NA,"Lucerne, Switzerland",139.9,72.5,115.6,146.5,95.7,105.6,2012
NA,"Perth, Australia",139.6,43.8,105.1,113.1,131.6,125.1,2012
NA,"Bergen, Norway",138.8,56,109,135.5,130.2,97,2012
NA,"Tokyo, Japan",135.2,95.4,120.9,120.4,91.7,90.1,2012
NA,"Sydney, Australia",132.4,86.2,115.8,121.1,111,97.2,2012
NA,"Adelaide, Australia",129.6,47.3,100,120.7,121.4,112.2,2012
NA,"Monaco, Monaco",128.2,173.1,144.3,89.8,138.1,62.3,2012
NA,"Copenhagen, Denmark",123.8,48.7,96.8,104.2,139.1,97.4,2012
NA,"Edinburgh, United Kingdom",122.5,38.2,92.2,92.9,143,95.1,2012
NA,"Melbourne, Australia",121.5,64.4,101,112.5,102.4,87.8,2012
NA,"Dublin, Ireland",119.6,48.3,93.9,110,113.2,93.5,2012
NA,"London, United Kingdom",118.5,87.3,107.3,92.6,117.5,88.6,2012
NA,"Aarhus, Denmark",116,65.9,97.9,94.7,132.1,74,2012
NA,"Canberra, Australia",115.9,53.5,93.5,106.8,94.3,115.9,2012
NA,"Brisbane, Australia",114.7,57.2,94,113.6,101.3,100.5,2012
NA,"Paris, France",113.9,63.5,95.7,95.9,112.9,82.5,2012
NA,"Malmo, Sweden",112.9,38.5,86.1,92.5,129.8,96.7,2012
NA,"Toulouse, France",112.3,29.9,82.6,89.1,105.3,82.7,2012
NA,"Riyadh, Saudi Arabia",112,19.9,78.9,138.4,41.6,70.5,2012
NA,"Amsterdam, Netherlands",110.8,64.6,94.2,69.9,114.9,88.8,2012
NA,"Darwin, Australia",110.4,56.4,91,92.7,111.1,121.9,2012
NA,"Auckland, New Zealand",110.4,36.8,83.9,98.7,88.8,97.7,2012
NA,"Gent, Belgium",109.3,36.4,83,81.6,109.5,83,2012
NA,"Stockholm, Sweden",109.1,37.7,83.4,87.4,117.7,85.7,2012
NA,"Brussels, Belgium",109.1,40.6,84.5,91.4,109.8,85.8,2012
NA,"Aberdeen, United Kingdom",109.1,42,85,103.8,110.6,119.2,2012
NA,"Boston, MA, United States",106.8,69.7,93.4,113.2,86.1,109.9,2012
NA,"Dusseldorf, Germany",106.5,25.8,77.5,77,119.7,157.9,2012
NA,"Wellington, New Zealand",106,37,81.2,104.2,93.9,90.6,2012
NA,"Turin, Italy",105.7,40.2,82.1,86.9,107.5,46.4,2012
NA,"Rome, Italy",105.6,60,89.2,87,113.7,57.5,2012
NA,"Vancouver, Canada",105.3,60.5,89.2,103.5,92.5,98.1,2012
NA,"Edmonton, Canada",105.3,38.9,81.4,104.6,87,86.1,2012
NA,"Brighton, United Kingdom",104.7,54.4,86.6,80.8,87.3,128,2012
NA,"Birmingham, United Kingdom",104.6,42.9,82.4,94.2,90.6,71.9,2012
NA,"Toronto, Canada",104.5,52.4,85.8,96.1,86.1,104.1,2012
NA,"Helsinki, Finland",104.1,56.6,87,81,101.7,96.1,2012
NA,"Venice, Italy",103.6,31.3,77.6,70.2,89.9,76.2,2012
NA,"Honolulu, HI, United States",103.5,59,87.5,103.7,78.3,90.6,2012
NA,"Calgary, Canada",103.4,40.9,80.9,100,81.1,124.2,2012
NA,"Sao Paulo, Brazil",103,35.6,78.7,62.9,73.6,46.3,2012
NA,"Tampere, Finland",102.7,30.4,76.7,100.7,98.3,93.8,2012
NA,"San Francisco, CA, United States",102.5,90,98,97.8,83.2,89.3,2012
NA,"Cagliari, Italy",101.9,29.3,75.8,72.9,114.9,66.5,2012
NA,"Hanover, Germany",101.8,28.1,75.3,82.6,79.9,90.8,2012
NA,"Belfast, United Kingdom",101.7,22.6,73.2,89,113.3,69.2,2012
NA,"Vienna, Austria",101.5,46.9,81.8,82.5,81,99.2,2012
NA,"Seattle, WA, United States",101,48.2,82,100.9,82.9,107.2,2012
NA,"Strasbourg, France",100.9,32,76.1,76,126.4,79.5,2012
NA,"Florence, Italy",100.4,41.4,79.2,72.2,94.3,66.7,2012
NA,"Thessaloniki, Greece",100.4,19,71.1,69.8,95.9,42.3,2012
NA,"Erlangen, Germany",100.4,33.1,76.2,92.9,80.3,28.7,2012
NA,"Hamburg, Germany",100.2,37.4,77.6,92.6,76.5,90.4,2012
NA,"Haifa, Israel",100.1,26.5,73.6,78.8,94.2,74.6,2012
NA,"Reykjavik, Iceland",100.1,31.8,75.5,95.5,90.6,81.2,2012
NA,"New York, NY, United States",100,100,100,100,100,100,2012
NA,"Leeds, United Kingdom",98.8,34.9,75.8,81.9,107.5,85.7,2012
NA,"Phoenix, AZ, United States",98.6,32.8,74.9,85.1,72.8,97.5,2012
NA,"Washington, DC, United States",98.2,69.4,87.8,89.4,81.3,97.4,2012
NA,"Linkoping, Sweden",98.1,26.9,72.5,90.5,102.4,114.8,2012
NA,"Montreal, Canada",97.9,37.6,76.2,94.9,92.2,109.4,2012
NA,"Bologna, Italy",97.8,38,76.3,92,89.5,84.8,2012
NA,"Nice, France",96.9,34.9,74.6,81.6,85.9,85.6,2012
NA,"Milan, Italy",96.9,49.2,79.7,74.3,106.4,74.1,2012
NA,"Winnipeg, Canada",96.6,32.7,73.6,96.9,74.5,98,2012
NA,"Athens, Greece",96.5,20.8,69.3,71.9,97.6,48.4,2012
NA,"Singapore, Singapore",96.1,90.7,94.1,82.8,65.1,93.3,2012
NA,"Munich, Germany",96,46.1,78,82.2,87,112.6,2012
NA,"Bordeaux, France",95.9,27.6,71.3,78.5,93.9,67.4,2012
NA,"Genoa, Italy",95.1,35,73.5,82.9,98.3,115.8,2012
NA,"Manchester, United Kingdom",95,36.4,73.9,79.5,90.5,96,2012
NA,"Christchurch, New Zealand",94.3,28,70.5,88.5,77.6,82.6,2012
NA,"Halifax, Canada",94.3,34.1,72.6,95,79,119.9,2012
NA,"San Jose, CA, United States",94.1,73.4,86.6,82.3,82,113.1,2012
NA,"Columbus, OH, United States",94,20.4,67.5,86.7,75.1,112.7,2012
NA,"Stuttgart, Germany",94,33.2,72.1,68.1,81.1,119.7,2012
NA,"Marbella, Spain",94,30.7,71.2,69.7,99.7,107.6,2012
NA,"Chania, Greece",93.8,18,66.5,69.5,89,46.9,2012
NA,"Ottawa, Canada",93.8,36.9,73.3,96.8,83.3,116,2012
NA,"Brasilia, Brazil",93.1,34,71.8,65.9,69.4,32.7,2012
NA,"Hartford, CT, United States",92.9,47.6,76.6,108.4,72.1,109.1,2012
NA,"Indianapolis, IN, United States",92.5,32,70.7,72,69.9,281.8,2012
NA,"Marseille, France",92.1,31.4,70.3,88.7,83,102.3,2012
NA,"Frankfurt, Germany",92,34.7,71.4,66,80,115.2,2012
NA,"Rio de Janeiro, Brazil",91.8,39.6,73,59.8,69.9,42.8,2012
NA,"Nicosia, Cyprus",91.8,25.7,68,76.4,100.1,65.2,2012
NA,"London, Canada",91.5,34.4,71,79,80.4,94.7,2012
NA,"Lyon, France",91.1,34.4,70.7,82.2,92,83.9,2012
NA,"San Diego, CA, United States",91,57.9,79.1,81.1,84.3,109.8,2012
NA,"Los Angeles, CA, United States",90.9,64,81.2,73.6,70.5,122.3,2012
NA,"San Juan, Puerto Rico",90.8,31.2,69.3,69.3,73.7,30.5,2012
NA,"Cologne, Germany",90.7,29.6,68.7,74.6,82.8,114.5,2012
NA,"Minneapolis, MN, United States",90.3,34.8,70.3,72.8,77.2,108.2,2012
NA,"Tampa, FL, United States",90,32.4,69.2,64,62.2,90.9,2012
NA,"Sliema, Malta",89.9,26.3,67,70.5,89,80.5,2012
NA,"Berlin, Germany",89.1,35.8,69.9,75.4,71.7,133.2,2012
NA,"Waterloo, Canada",89,29.7,67.7,87.1,67.8,101.7,2012
NA,"Baltimore, MD, United States",89,54.1,76.4,101.9,78.1,118.8,2012
NA,"Seville (Sevilla), Spain",89,18.8,63.7,64.7,81.8,73.4,2012
NA,"Beirut, Lebanon",88.9,37,70.3,44.5,76.2,25.7,2012
NA,"Barcelona, Spain",88.8,33.9,69.1,65.3,88.1,86.6,2012
NA,"Philadelphia, PA, United States",88.4,58.8,77.7,83.4,78.5,99,2012
NA,"Hong Kong, Hong Kong (China)",88.1,106.2,94.6,85.2,79.1,91.8,2012
NA,"Madrid, Spain",87.9,39.6,70.5,60.8,88.3,94,2012
NA,"Graz, Austria",87.8,35.1,68.8,77.8,72.9,101.9,2012
NA,"Dallas, TX, United States",87.6,38.5,69.9,67.9,72.9,113.9,2012
NA,"Jerusalem, Israel",87.5,36,69,70.1,77.8,68.1,2012
NA,"Nuremberg, Germany",87.5,30,66.8,69.6,78.8,107.6,2012
NA,"Houston, TX, United States",87,39.7,70,75,68.9,137.3,2012
NA,"Bilbao, Spain",86.6,37.7,69,60.5,93.4,94.5,2012
NA,"Leicester, United Kingdom",86.2,27.8,65.2,82.1,67.8,103.1,2012
NA,"Campinas, Brazil",86,23.7,63.6,54.8,66.2,75.3,2012
NA,"Abu Dhabi, United Arab Emirates",85.8,80.8,84,72.6,92.4,134.6,2012
NA,"Chicago, IL, United States",85.4,50,72.7,72.3,74.8,119.9,2012
NA,"Doha, Qatar",84.7,63.5,77.1,81.6,70.8,153,2012
NA,"Florianopolis, Brazil",83.9,27.5,63.6,69.3,48.8,37.9,2012
NA,"Pittsburgh, PA, United States",83.7,22.6,61.7,69.8,56.6,135.2,2012
NA,"Montevideo, Uruguay",83.6,26.2,62.9,66.7,68.8,30.2,2012
NA,"Dubai, United Arab Emirates",83.4,67.9,77.8,66.3,78.6,149.9,2012
NA,"Bremen, Germany",82.9,22.8,61.2,70.6,65.6,88.1,2012
NA,"Porto Alegre, Brazil",82.3,23.8,61.2,50,51,50.4,2012
NA,"Cincinnati, OH, United States",82.2,29.1,63.1,72.1,62,103.6,2012
NA,"Valencia, Spain",81.9,19.6,59.5,57.2,73.7,84.5,2012
NA,"Patras, Greece",81.8,17.6,58.7,63.7,76.6,45.6,2012
NA,"Curitiba, Brazil",81.1,22.6,60,57.2,45.9,48.9,2012
NA,"Detroit, MI, United States",79.7,30.5,62,75.8,67.2,92.6,2012
NA,"Denver, CO, United States",79.4,48.4,68.2,69.2,64.6,126.1,2012
NA,"Austin, TX, United States",78.9,45.6,66.9,80.4,65,131.9,2012
NA,"Portland, OR, United States",77.2,33.8,61.6,67.3,68.4,123,2012
NA,"Londrina, Brazil",76.7,23.4,57.5,49.3,54.5,30.9,2012
NA,"Lisbon, Portugal",76.3,29.5,59.5,58.6,62.7,62.8,2012
NA,"Coimbra, Portugal",75.7,15.8,54.2,68.5,48.9,53.7,2012
NA,"Split, Croatia",75.6,15.7,54.1,60,59.7,51.1,2012
NA,"Salvador, Brazil",75.5,19.7,55.4,49.9,46,34,2012
NA,"Casablanca, Morocco",75.5,36.5,61.5,74.5,54.8,15,2012
NA,"Des Moines, IA, United States",75.4,29.2,58.8,68.6,54.5,104,2012
NA,"Ljubljana, Slovenia",75.4,28.6,58.6,62.7,62,56.9,2012
NA,"Maribor, Slovenia",75.2,28.1,58.2,55.9,56.9,52.2,2012
NA,"Istanbul, Turkey",74.9,23.2,56.3,55.9,55.3,57.6,2012
NA,"Astana (Nur-Sultan), Kazakhstan",74.6,36.3,60.8,50.6,38.8,32,2012
NA,"Johannesburg, South Africa",74.2,38.3,61.3,59.7,55.4,89.4,2012
NA,"Balneario Camboriu, Brazil",74,19,54.2,48.3,52.1,25.2,2012
NA,"Las Vegas, NV, United States",74,36,60.3,66.8,70.8,138.3,2012
NA,"Manama, Bahrain",71.9,47.2,63,63.6,81,64.7,2012
NA,"Zagreb, Croatia",71.5,21.1,53.4,57.9,60.1,54.6,2012
NA,"Baku, Azerbaijan",71.2,41,60.4,53.2,68.2,26.4,2012
NA,"San Jose, Costa Rica",71.2,26,54.9,78.6,52.9,38.8,2012
NA,"Riga, Latvia",70.8,15.2,50.7,52.6,66.6,34.7,2012
NA,"Seoul, South Korea",70.5,37.1,58.5,71,50.6,121.5,2012
NA,"Fortaleza, Brazil",70.3,20.9,52.5,51.9,47.8,59.9,2012
NA,"Bratislava, Slovakia",69.9,29.2,55.3,55.2,50.6,48.6,2012
NA,"Santiago, Chile",69.9,20.6,52.2,53.5,58.7,45,2012
NA,"Bogota, Colombia",69.5,21.9,52.4,65,41.9,26.2,2012
NA,"Belo Horizonte, Brazil",69.1,21.7,52,46.7,60.1,56,2012
NA,"Porto, Portugal",69,20.3,51.5,52.7,47.1,52.6,2012
NA,"Santa Cruz de Tenerife, Spain",69,22.7,52.3,54,56.8,71.4,2012
NA,"Novosibirsk, Russia",68,26.9,53.2,46,77.3,38.3,2012
NA,"Saint Petersburg, Russia",67.6,31.2,54.5,49.1,73.4,41,2012
NA,"Kaunas, Lithuania",67.4,16.9,49.3,52.7,65.2,31.7,2012
NA,"Tallinn, Estonia",67,15.8,48.5,52.2,60.7,49.7,2012
NA,"Perm, Russia",66.6,18,49.2,59,56.5,30.5,2012
NA,"Budva, Montenegro",66.2,19.3,49.3,53.4,57.4,33.6,2012
NA,"Amman, Jordan",66,14.5,47.4,60.7,51.7,37.8,2012
NA,"Buenos Aires, Argentina",65.9,21.6,50,55.7,57.3,40.3,2012
NA,"Taipei, Taiwan",65.7,23.2,50.4,82.4,33.9,76,2012
NA,"Jakarta, Indonesia",64.1,28.3,51.2,69.9,39.7,25.6,2012
NA,"Vilnius, Lithuania",63.8,15.6,46.5,52.1,40.2,34.6,2012
NA,"Budapest, Hungary",63.4,14,45.6,46.9,46.8,37.4,2012
NA,"Yerevan, Armenia",63.4,25.9,49.9,37.7,57.6,19.6,2012
NA,"Yekaterinburg, Russia",63.2,21.3,48.1,51.1,72.5,45.6,2012
NA,"Prague, Czech Republic",62.9,27.6,50.2,49.5,43.3,58.4,2012
NA,"Debrecen, Hungary",62.5,12.5,44.5,51.1,48.9,43.1,2012
NA,"Tehran, Iran",62.4,31,51.1,56.6,49,45.7,2012
NA,"Brno, Czech Republic",62.3,20.5,47.3,48.5,43.5,68.4,2012
NA,"Izmir, Turkey",62.1,14.5,45,51.1,42.4,46.2,2012
NA,"Podgorica, Montenegro",61.7,17.5,45.8,44.7,62.7,42,2012
NA,"Medellin, Colombia",61.4,15.3,44.8,45.5,42,18.6,2012
NA,"Antalya, Turkey",61,10.3,42.7,44.9,42.7,39.8,2012
NA,"Kosice, Slovakia",60.9,21.2,46.6,47.9,42.6,54.8,2012
NA,"Ankara, Turkey",60.7,15,44.3,43.7,46.3,58.1,2012
NA,"Kiev (Kyiv), Ukraine",59.9,31.7,49.7,41.8,61.9,27.8,2012
NA,"Mexico City, Mexico",59.7,23.2,46.6,53.9,47.8,42.7,2012
NA,"Lima, Peru",59.5,19.9,45.3,51.4,43.3,34.8,2012
NA,"Osijek, Croatia",59.5,13.1,42.8,52,39.8,45.8,2012
NA,"Sarajevo, Bosnia And Herzegovina",58.6,13,42.2,43.9,44.1,35.8,2012
NA,"Cordoba, Argentina",57.8,19.3,43.9,52.4,51.8,42.2,2012
NA,"Tula, Russia",57.7,15.5,42.5,49,44.9,51.9,2012
NA,"Guadalajara, Mexico",57.7,10.3,40.6,47.5,44.8,69.1,2012
NA,"Tbilisi, Georgia",57.3,15.8,42.4,40.9,52.5,28.7,2012
NA,"Monterrey, Mexico",56.6,23.5,44.7,49.9,53.1,65.3,2012
NA,"Belgrade, Serbia",56.2,17.1,42.1,39.7,45.4,30.7,2012
NA,"Sofia, Bulgaria",55.6,16.2,41.4,45.8,37.8,36.5,2012
NA,"Kuala Lumpur, Malaysia",55.6,17.7,41.9,55.1,32.1,77.7,2012
NA,"Damascus, Syria",55.5,14.2,40.6,41.9,41.1,20.5,2012
NA,"Johor Bahru, Malaysia",55.3,7.6,38.1,47.5,33,38.8,2012
NA,"Wroclaw, Poland",54.9,19.3,42.1,42,43,58.3,2012
NA,"Guayaquil, Ecuador",54.8,10.1,38.7,44.9,40.1,25.9,2012
NA,"Beijing, China",54.4,28.7,45.1,61.7,37.5,36.4,2012
NA,"Shanghai, China",54.2,29.9,45.4,51.6,42.6,47,2012
NA,"Ulaanbaatar, Mongolia",53.9,24,43.1,57.9,37.8,22.6,2012
NA,"Quito, Ecuador",53.7,11.7,38.6,47.4,39.3,23.9,2012
NA,"Warsaw, Poland",53.6,22.8,42.5,42.1,45.7,64.8,2012
NA,"Cairo, Egypt",53.4,17.3,40.4,45.4,49,20.6,2012
NA,"Poznan, Poland",53.2,13.9,39.1,42.5,41.1,58.5,2012
NA,"Novi Sad, Serbia",52.7,10.5,37.5,36.6,51,35.9,2012
NA,"Iasi, Romania",52.7,13.3,38.5,43.5,34.3,31.4,2012
NA,"Bangkok, Thailand",52.6,26.4,43.2,63.5,29.7,29.5,2012
NA,"Guangzhou, China",52.4,17.2,39.8,70.4,30.8,25.6,2012
NA,"Varna, Bulgaria",52.1,11.5,37.5,45.2,38.8,34.1,2012
NA,"Katowice, Poland",51.9,19.5,40.2,43.1,41.4,58,2012
NA,"Gdansk, Poland",51.6,20.3,40.4,40.9,43.6,65,2012
NA,"Cluj-Napoca, Romania",51.3,10.9,36.8,45,36.2,38.8,2012
NA,"Bucharest, Romania",51,15.3,38.1,39.8,41.8,36.1,2012
NA,"Banja Luka, Bosnia And Herzegovina",50.1,11.4,36.2,40.9,45.8,43.6,2012
NA,"Brasov, Romania",50,9,35.3,39.8,35.4,33.5,2012
NA,"Constanta, Romania",50,14.3,37.1,36.5,36.5,37.5,2012
NA,"Timisoara, Romania",49.9,10.7,35.8,44.8,32.8,38.6,2012
NA,"Plovdiv, Bulgaria",49,10.4,35.1,39.4,32.7,31.2,2012
NA,"Quezon City, Philippines",48.8,13.9,36.2,50,28.1,28.3,2012
NA,"Krakow (Cracow), Poland",48.6,19.5,38.1,38,34.9,61.4,2012
NA,"Szczecin, Poland",48.6,12.9,35.7,38.9,41.2,53.6,2012
NA,"Hanoi, Vietnam",47.8,40.9,45.3,50.1,31.5,20.8,2012
NA,"Chisinau, Moldova",47.8,12.3,35,38.6,40.3,27.6,2012
NA,"Cebu, Philippines",47.6,8.2,33.4,47.3,21.6,35.3,2012
NA,"Minsk, Belarus",47.4,15.4,35.9,35.3,53.7,22.2,2012
NA,"Manila, Philippines",47.3,13.5,35.2,48.2,23,27,2012
NA,"Makati, Philippines",47.2,28.4,40.4,40.2,34.7,20.1,2012
NA,"Managua, Nicaragua",46.6,11.1,33.8,45.1,31.3,41.1,2012
NA,"Skopje, North Macedonia",46.5,11.7,34,35.2,35.8,34.4,2012
NA,"Isfahan (Esfahan), Iran",45.6,19.6,36.2,47.5,34.5,49.9,2012
NA,"Nis, Serbia",44.9,11,32.7,31.9,37.2,28.6,2012
NA,"Lublin, Poland",42.4,14,32.2,34.5,32.7,60.5,2012
NA,"Gurgaon, India",41.6,12.3,31.1,36.1,26.1,63.9,2012
NA,"Ho Chi Minh City, Vietnam",41.1,29.7,37,48.7,24.4,45.2,2012
NA,"Algiers, Algeria",40.6,13.2,30.7,42.5,31.3,23.7,2012
NA,"Lahore, Pakistan",40.1,7.7,28.4,37.3,31.7,23.5,2012
NA,"Delhi, India",37.9,12.1,28.6,35.2,26.6,62.7,2012
NA,"Davao, Philippines",37.6,11.4,28.2,39.8,21.6,44.2,2012
NA,"Mumbai, India",36.6,21.5,31.2,36,26.9,57.9,2012
NA,"Bangalore, India",34.9,9.8,25.9,35.3,19.8,65.6,2012
NA,"Indore, India",34.8,5.8,24.4,32.9,16.1,89.9,2012
NA,"Chandigarh, India",33.9,7,24.2,31.6,21.7,52.4,2012
NA,"Ahmedabad, India",33.1,6.5,23.5,29.3,24,50.7,2012
NA,"Hyderabad, India",32.7,7.3,23.5,32.6,20.1,72.3,2012
NA,"Madurai, India",32.1,5.7,22.6,30,13.1,25,2012
NA,"Kolkata, India",32,8.8,23.6,35.1,21,49.3,2012
NA,"Pune, India",31.9,9.3,23.8,32.7,20.6,55.5,2012
NA,"Chennai, India",31.1,9.2,23.2,32.6,17.2,59.1,2012
NA,"Kochi, India",31.1,5.3,21.8,34.4,16.5,44.8,2012
NA,"Thiruvananthapuram, India",30.3,5.1,21.2,35.6,17.2,56.1,2012
NA,"Ludhiana, India",30.2,7.9,22.2,31.3,21.9,55.7,2012
NA,"Stavanger, Norway",189.2,89.3,141.3,174.5,221.4,83.9,2013
NA,"Trondheim, Norway",184.8,67.5,128.5,159.7,193.2,92.2,2013
NA,"Oslo, Norway",170,76.9,125.4,159.7,183.9,94.5,2013
NA,"Bergen, Norway",167.3,62.7,117.1,158.9,176.6,92.2,2013
NA,"Zurich, Switzerland",166.5,80.5,125.2,175.3,156.1,143.2,2013
NA,"Geneva, Switzerland",156.2,100,129.2,159.3,150.5,110.2,2013
NA,"Luanda, Angola",152.2,140.4,146.5,174.6,120.3,49.6,2013
NA,"Basel, Switzerland",151.5,67.7,111.3,145.4,138.4,140.7,2013
NA,"Lausanne, Switzerland",146.6,59,104.6,151.6,121.5,163.4,2013
NA,"Bern, Switzerland",141.6,59.7,102.3,138.9,129.1,153.1,2013
NA,"Perth, Australia",140.7,73,108.2,129.6,133.6,111.8,2013
NA,"Sydney, Australia",139.2,97,119,130.5,114.4,98.7,2013
NA,"Canberra, Australia",136.5,73.6,106.3,118.7,116.1,113.9,2013
NA,"Hobart, Australia",135.8,48.8,94.1,125.8,126.3,92.9,2013
NA,"Darwin, Australia",132.9,83.9,109.4,128.1,148.9,89.1,2013
NA,"Brisbane, Australia",131.9,81.6,107.8,124.6,111.2,96.7,2013
NA,"Melbourne, Australia",130.9,73.8,103.5,130.5,110.3,99.9,2013
NA,"Lugano, Switzerland",129.6,53.7,93.2,122.3,126.2,131.4,2013
NA,"Stockholm, Sweden",127,48.2,89.2,113.9,118.7,91.9,2013
NA,"Aarhus, Denmark",125.1,41.3,84.9,107.8,134.9,105.7,2013
NA,"Paris, France",125,68.6,97.9,119.1,121.8,84.7,2013
NA,"Copenhagen, Denmark",124.9,58.7,93.1,112,143.3,88.8,2013
NA,"Luxembourg, Luxembourg",124.4,68.3,97.4,111.8,131,137.6,2013
NA,"Adelaide, Australia",124.3,51.8,89.5,122.9,114,129.7,2013
NA,"Tokyo, Japan",121.7,71.4,97.6,121.8,76.8,85.6,2013
NA,"Dublin, Ireland",121.5,51.6,88,112.3,119.1,90.2,2013
NA,"Auckland, New Zealand",119,51.4,86.6,108.3,93.8,88.2,2013
NA,"Bristol, United Kingdom",118,52.2,86.5,113.2,113.4,71.6,2013
NA,"The Hague (Den Haag), Netherlands",116.9,64.7,91.9,91.6,119.9,122.9,2013
NA,"Wellington, New Zealand",116.6,50.7,85,120,92.8,88.4,2013
NA,"Antwerp, Belgium",116.3,41,80.1,94.8,118.3,88.1,2013
NA,"Southampton, United Kingdom",116.2,40.1,79.7,101,108.1,76.4,2013
NA,"London, United Kingdom",116.1,88.8,103,95.7,104.1,78.8,2013
NA,"Caracas, Venezuela",115.7,55.3,86.7,124.8,102,20.2,2013
NA,"Gold Coast, Australia",115.4,55.2,86.5,111.8,106.2,101,2013
NA,"Aberdeen, United Kingdom",115.4,45.1,81.6,107.9,128.3,89.5,2013
NA,"Nassau, Bahamas",114.8,67.8,92.2,116.8,91.6,110.7,2013
NA,"Edinburgh, United Kingdom",114.6,38.9,78.3,108.1,119.8,105.8,2013
NA,"Cairns, Australia",114.5,56.5,86.7,112.1,107.2,85,2013
NA,"Cork, Ireland",114.4,41,79.2,111.3,102.2,86.4,2013
NA,"Florence, Italy",114.1,49.9,83.3,101.1,113.9,63.5,2013
NA,"Christchurch, New Zealand",113.9,36,76.5,108.6,110.8,84.8,2013
NA,"Helsinki, Finland",111.8,53.4,83.8,103,111.2,97.9,2013
NA,"Reykjavik, Iceland",111.6,39.1,76.8,115,98,77,2013
NA,"Brussels, Belgium",111.6,42.7,78.5,96.2,118.1,97.9,2013
NA,"Manchester, United Kingdom",111.5,42,78.2,110.9,101.3,62.3,2013
NA,"Padova, Italy",111.2,38.6,76.3,102.9,102.8,60.1,2013
NA,"Glasgow, United Kingdom",111.1,37.2,75.6,104.1,100.7,64.4,2013
NA,"Cambridge, United Kingdom",110.8,51.4,82.3,103.9,120.5,98.6,2013
NA,"Calgary, Canada",110.1,44.9,78.8,112.8,98.6,115,2013
NA,"Genoa, Italy",109.6,36.8,74.7,93.2,119.2,66.1,2013
NA,"Oxford, United Kingdom",109.2,59.1,85.1,108.6,103.7,90.6,2013
NA,"Tampere, Finland",109,35.6,73.8,107.2,106.7,95.6,2013
NA,"Malmo, Sweden",108.8,44.4,77.9,103.4,109.4,94.6,2013
NA,"Reading, United Kingdom",108.7,54.4,82.6,102.1,106.5,98.2,2013
NA,"Toulouse, France",108.5,32.4,72,90.4,106.5,98,2013
NA,"Regina, Canada",108.3,40.5,75.8,107.4,97.6,109.4,2013
NA,"Vancouver, Canada",107.7,58,83.9,113.7,91.6,86.5,2013
NA,"Amsterdam, Netherlands",107.6,60.8,85.2,82.7,118,84.9,2013
NA,"Strasbourg, France",107.6,33.8,72.2,88.9,124.3,130,2013
NA,"Trieste, Italy",107.2,27.3,68.8,95.2,106.5,64.1,2013
